id,name,description,price,stock,category_id,created_at,updated_at,brand,colors,gender,season,source,source_url,style_attrs,tags,colors_clean,season_clean,tags_clean,product_group,text_profile
122,Keten askılı midi elbise,"Gömlek elbise tasarımı. Sivri yakalı, uzun kollu. Önden düğmeli ve kuşaklı bel.",5750.0,10,14,2026-03-24 16:24:35.264,2026-04-01 18:19:32.661387,Massimo Dutti,"[""Black""]",female,"[""summer"", ""spring""]",massimo-dutti,https://www.massimodutti.com/tr/keten-ask%C4%B1l%C4%B1-midi-elbise-l06613510?pelement=60005545,"{""fit"": ""fitted"", ""style"": [""minimal"", ""smart-casual""], ""length"": ""midi"", ""volume"": ""low"", ""subtype"": [""jumpsuit""], ""material"": ""linen"", ""occasion"": [""daily"", ""office"", ""evening""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""dress"", ""layering_level"": ""easy"", ""formality_level"": 3, ""outerwear_compatible"": true}","[""Dress"", ""Slim-fit"", ""Midi"", ""Cotton""]",['black'],"['summer', 'spring']","['dress', 'slim-fit', 'midi', 'cotton']",dress,"Ürün: Keten askılı midi elbise. Açıklama: Gömlek elbise tasarımı. Sivri yakalı, uzun kollu. Önden düğmeli ve kuşaklı bel.. Marka: Massimo Dutti. Renkler: black. Etiketler: dress, slim-fit, midi, cotton."
346,Süet deri ceket,Biker stil ceket. Dik yakalı ve asimetrik fermuar kapamalı. Fermuarlı manşetler ve yan cepler.,17950.0,10,1,2026-03-24 18:30:05.681,2026-04-01 23:12:00.135304,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/suet-deri-ceket-l04744594?pelement=56757102,"{""fit"": ""relaxed"", ""style"": [""minimal"", ""smart-casual""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""jacket""], ""material"": ""leather"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 3, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Short"", ""Regular"", ""Leather""]",['brown'],"['spring', 'autumn']","['outerwear', 'jacket', 'short', 'regular', 'leather']",jacket,"Ürün: Süet deri ceket. Açıklama: Biker stil ceket. Dik yakalı ve asimetrik fermuar kapamalı. Fermuarlı manşetler ve yan cepler.. Marka: Massimo Dutti. Renkler: brown. Etiketler: outerwear, jacket, short, regular, leather."
352,Süet deri bomber ceket,Biker stil ceket. Dik yakalı ve asimetrik fermuar kapamalı. Fermuarlı manşetler ve yan cepler.,25950.0,10,1,2026-03-24 18:30:06.743,2026-04-01 23:12:00.135304,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/suet-deri-bomber-ceket-l04727567?pelement=56877870,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""jacket""], ""material"": ""suede"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""warm"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 3, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Casual"", ""School"", ""Short"", ""Suede""]",['brown'],"['spring', 'autumn']","['outerwear', 'jacket', 'casual', 'school', 'short', 'suede']",jacket,"Ürün: Süet deri bomber ceket. Açıklama: Biker stil ceket. Dik yakalı ve asimetrik fermuar kapamalı. Fermuarlı manşetler ve yan cepler.. Marka: Massimo Dutti. Renkler: brown. Etiketler: outerwear, jacket, casual, school, short, suede."
417,Su geçirmez kısa şişme mont,Hafif yapısal detaylarla zenginleştirilmiş rahat silüet. Sezon geçişleri için ideal.,6550.0,10,1,2026-03-24 19:04:19.21,2026-04-01 23:17:10.66516,Massimo Dutti,"[""Natural"", ""Burgundy""]",female,"[""winter""]",massimo-dutti,https://www.massimodutti.com/tr/su-gecirmez-k%C4%B1sa-sisme-mont-l06770800?pelement=57718621,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""high"", ""subtype"": [""jacket""], ""material"": ""cotton"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""soft-light"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""difficult"", ""formality_level"": 2, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Sport"", ""Short"", ""Polyester""]","['natural', 'burgundy']",['winter'],"['outerwear', 'jacket', 'sport', 'short', 'polyester']",jacket,"Ürün: Su geçirmez kısa şişme mont. Açıklama: Hafif yapısal detaylarla zenginleştirilmiş rahat silüet. Sezon geçişleri için ideal.. Marka: Massimo Dutti. Renkler: natural, burgundy. Etiketler: outerwear, jacket, sport, short, polyester."
127,Bağcıklı poplin elbise,"Ana kumaşı pamuk ipliğinden üretilmiş midi elbise. Bağcıklı yaka ve dirsek altı kol. Bağcıklı ayarlanabilir, aynı kumaştan kemer. eva kesim etek ucu. Önü düğme iliklemeli.",6550.0,10,14,2026-03-24 16:24:36.188,2026-04-01 18:19:32.661387,Massimo Dutti,"[""dark blue""]",female,"[""summer"", ""spring""]",massimo-dutti,https://www.massimodutti.com/tr/100-keten-hakim-yaka-mini-elbise-l04920200?pelement=58616073,"{""fit"": ""oversized"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""high"", ""subtype"": [""mini""], ""material"": ""linen"", ""occasion"": [""daily"", ""weekend"", ""beach""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""dress"", ""layering_level"": ""difficult"", ""formality_level"": 2, ""outerwear_compatible"": false}","[""Dress"", ""Office"", ""Casual"", ""Midi"", ""Cotton""]",['dark blue'],"['summer', 'spring']","['dress', 'office', 'casual', 'midi', 'cotton']",dress,"Ürün: Bağcıklı poplin elbise. Açıklama: Ana kumaşı pamuk ipliğinden üretilmiş midi elbise. Bağcıklı yaka ve dirsek altı kol. Bağcıklı ayarlanabilir, aynı kumaştan kemer. eva kesim etek ucu. Önü düğme iliklemeli.. Marka: Massimo Dutti. Renkler: dark blue. Etiketler: dress, office, casual, midi, cotton."
265,Triko midi etek,Elastik belli ve A kesim düz triko etek.,5750.0,10,8,2026-03-24 18:07:47.182,2026-03-28 14:20:23.336,Massimo Dutti,"[""Natural White""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/keten-kar%C4%B1s%C4%B1ml%C4%B1-a-kesim-cepli-etek-l05225510?pelement=57737989,"{""note"": ""Manually re-categorized and color-tagged based on product name and description."", ""fixed_at"": ""2026-03-25T22:04:59.132Z"", ""inferred_colors"": [""white""], ""inferred_category"": ""Others""}","[""Skirt"", ""Office"", ""Midi"", ""Regular"", ""Knit""]",['natural white'],"['spring', 'autumn']","['skirt', 'office', 'midi', 'regular', 'knit']",long skirt,"Ürün: Triko midi etek. Açıklama: Elastik belli ve A kesim düz triko etek.. Marka: Massimo Dutti. Renkler: natural white. Etiketler: skirt, office, midi, regular, knit."
131,Kısa pullu elbise,"Siyah renkli, elastik kumaştan üretilmiş pullu kısa elbise.",6550.0,10,14,2026-03-24 16:24:36.757,2026-04-01 18:19:32.661387,Massimo Dutti,"[""Black""]",female,"[""spring"", ""autumn"", ""winter""]",massimo-dutti,https://www.pullandbear.com/tr/k%C4%B1sa-pullu-elbise-l07394365?cS=800&pelement=721442233,"{""fit"": ""relaxed"", ""style"": [""party"", ""evening""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""mini""], ""material"": ""sequin"", ""occasion"": [""evening"", ""party""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""dress"", ""layering_level"": ""moderate"", ""formality_level"": 5, ""outerwear_compatible"": true}","[""Dress"", ""Party"", ""Mini"", ""Slim-fit"", ""Shiny""]",['black'],"['spring', 'autumn', 'winter']","['dress', 'party', 'mini', 'slim-fit', 'shiny']",dress,"Ürün: Kısa pullu elbise. Açıklama: Siyah renkli, elastik kumaştan üretilmiş pullu kısa elbise.. Marka: Massimo Dutti. Renkler: black. Etiketler: dress, party, mini, slim-fit, shiny."
588,Cep detaylı flare fit pantolon,"Orta belli, slim-fit pantolon. Kemer köprüleri, fermuarlı ve düğmeli kapama. Arkada fileto cepler.",5750.0,10,6,2026-03-24 19:57:51.74,2026-04-01 23:27:39.725,Massimo Dutti,"[""Chocolate Brown""]",female,"[""spring"", ""autumn"", ""winter""]",massimo-dutti,https://www.massimodutti.com/tr/cep-detayl%C4%B1-flare-fit-pantolon-l05063712?pelement=56717558,"{""fit"": ""straight"", ""style"": [""smart-casual"", ""minimal""], ""length"": ""maxi"", ""volume"": ""medium"", ""subtype"": [""trouser""], ""material"": ""velvet"", ""occasion"": [""daily"", ""office"", ""weekend""], ""color_tone"": ""warm"", ""silhouette"": ""straight"", ""product_group"": ""lower"", ""layering_level"": ""not_applicable"", ""formality_level"": 3, ""outerwear_compatible"": false, ""compatible_categories"": [""upper"", ""outerwear"", ""shoes"", ""bag"", ""accessory""]}","[""lower"", ""trouser"", ""straight"", ""smart-casual"", ""velvet"", ""warm""]",['chocolate brown'],"['spring', 'autumn', 'winter']","['lower', 'trouser', 'straight', 'smart-casual', 'velvet', 'warm']",pants,"Ürün: Cep detaylı flare fit pantolon. Açıklama: Orta belli, slim-fit pantolon. Kemer köprüleri, fermuarlı ve düğmeli kapama. Arkada fileto cepler.. Marka: Massimo Dutti. Renkler: chocolate brown. Etiketler: lower, trouser, straight, smart-casual, velvet, warm."
148,Drapeli midi elbise,"Ana kumaşı poliamid karışımlı, asimetrik yakalı, kolsuz midi elbise. Önden drape detaylı. Düz etek uçlu.",6550.0,10,14,2026-03-24 16:24:39.987,2026-04-01 18:24:42.233619,Massimo Dutti,"[""Black""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/tokal%C4%B1-dokumlu-midi-elbise-l06647508?pelement=58100773,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": null, ""volume"": ""low"", ""subtype"": ""top"", ""material"": ""cotton"", ""occasion"": [""daily"", ""party""], ""color_tone"": ""cool-dark"", ""silhouette"": ""straight"", ""product_group"": ""upper"", ""layering_level"": ""easy"", ""formality_level"": 2, ""outerwear_compatible"": true, ""compatible_categories"": [""lower"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Dress"", ""Chic"", ""Midi"", ""Slim-fit"", ""Poliester""]",['black'],"['spring', 'autumn']","['dress', 'chic', 'midi', 'slim-fit', 'poliester']",dress,"Ürün: Drapeli midi elbise. Açıklama: Ana kumaşı poliamid karışımlı, asimetrik yakalı, kolsuz midi elbise. Önden drape detaylı. Düz etek uçlu.. Marka: Massimo Dutti. Renkler: black. Etiketler: dress, chic, midi, slim-fit, poliester."
657,MD ICON Napa Deri Büyük Tote Çanta,Stüktürel omuz çantası. Mıknatıslı kapaklı kapama. İçte fermuarlı cep ve kart bölmeleri.,22950.0,10,10,2026-03-25 07:52:18.649,2026-04-01 23:42:13.078208,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""summer"", ""autumn"", ""winter""]",massimo-dutti,https://www.massimodutti.com/tr/md-icon-napa-deri-buyuk-tote-canta-l06983604?pelement=57714958,"{""fit"": ""not_applicable"", ""style"": [""minimal"", ""office""], ""length"": ""not_applicable"", ""volume"": ""high"", ""subtype"": [""tote""], ""material"": ""leather"", ""occasion"": [""daily"", ""office"", ""weekend""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""bag"", ""layering_level"": ""not_applicable"", ""formality_level"": 3, ""outerwear_compatible"": true, ""compatible_categories"": [""upper"", ""lower"", ""outerwear"", ""dress"", ""shoes""]}","[""Bags"", ""Leather""]",['brown'],"['spring', 'summer', 'autumn', 'winter']","['bags', 'leather']",bags,"Ürün: MD ICON Napa Deri Büyük Tote Çanta. Açıklama: Stüktürel omuz çantası. Mıknatıslı kapaklı kapama. İçte fermuarlı cep ve kart bölmeleri.. Marka: Massimo Dutti. Renkler: brown. Etiketler: bags, leather."
425,Su geçirmez şişme mont,Dik yaka ve kapüşonlu şişme mont. İçeride elastik manşetli uzun kollu. Yan cepler. Elastik kordonlar ve stoperlerle ayarlanabilir kenar. Isı yalıtımlı fermuar ve çıtçıtlı pat ile ön kapatma.,6550.0,10,1,2026-03-24 19:04:21.789,2026-04-01 23:17:10.66516,Massimo Dutti,"[""Black""]",female,"[""winter""]",massimo-dutti,https://www.massimodutti.com/tr/su-gecirmez-sisme-mont-l06760300?pelement=56717807,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""jacket""], ""material"": ""cotton"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 2, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Coat"", ""Sport"", ""Short"", ""Polyester""]",['black'],['winter'],"['outerwear', 'coat', 'sport', 'short', 'polyester']",coats,"Ürün: Su geçirmez şişme mont. Açıklama: Dik yaka ve kapüşonlu şişme mont. İçeride elastik manşetli uzun kollu. Yan cepler. Elastik kordonlar ve stoperlerle ayarlanabilir kenar. Isı yalıtımlı fermuar ve çıtçıtlı pat ile ön kapatma.. Marka: Massimo Dutti. Renkler: black. Etiketler: outerwear, coat, sport, short, polyester."
270,Suni süet kemerli etek,Suni süet kumaştan midi etek. Orta bel ve kemer köprülü. Metal tokalı ayarlanabilir kemerli. Düz etek ucu. Dikişte gizli yan fermuarlı.,17950.0,10,8,2026-03-24 18:07:48.496,2026-03-28 14:20:23.345,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/dantel-detayl%C4%B1-napa-deri-midi-etek-l05368688?pelement=57359406,"{""note"": ""Manually re-categorized and color-tagged based on product name and description."", ""fixed_at"": ""2026-03-25T22:05:07.193Z"", ""inferred_colors"": [""black""], ""inferred_category"": ""Others""}","[""Skirt"", ""Office"", ""Chic"", ""Maxi"", ""Slim-fit"", ""Suede""]",['brown'],"['spring', 'autumn']","['skirt', 'office', 'chic', 'maxi', 'slim-fit', 'suede']",long skirt,"Ürün: Suni süet kemerli etek. Açıklama: Suni süet kumaştan midi etek. Orta bel ve kemer köprülü. Metal tokalı ayarlanabilir kemerli. Düz etek ucu. Dikişte gizli yan fermuarlı.. Marka: Massimo Dutti. Renkler: brown. Etiketler: skirt, office, chic, maxi, slim-fit, suede."
274,Kemer halkalı midi etek,"Düz kesim mini etek. Yüksek bel, arkada fermuar kapamalı tasarım.",5750.0,10,8,2026-03-24 18:07:49.171,2026-03-28 14:20:23.348,Massimo Dutti,"[""White""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/kemer-halkal%C4%B1-midi-etek-l05273508?pelement=57410366,"{""note"": ""Manually re-categorized and color-tagged based on product name and description."", ""fixed_at"": ""2026-03-25T22:04:59.791Z"", ""inferred_colors"": [""red""], ""inferred_category"": ""Others""}","[""Skirt"", ""Office"", ""Midi"", ""Regular"", ""Cotton""]",['white'],"['spring', 'autumn']","['skirt', 'office', 'midi', 'regular', 'cotton']",long skirt,"Ürün: Kemer halkalı midi etek. Açıklama: Düz kesim mini etek. Yüksek bel, arkada fermuar kapamalı tasarım.. Marka: Massimo Dutti. Renkler: white. Etiketler: skirt, office, midi, regular, cotton."
360,Yaka detaylı kısa kapitone parka,Yalın çizgiler ve minimalist detaylara sahip çağdaş tasarım. Günlük kullanım için çok yönlü parça.,5750.0,10,1,2026-03-24 18:30:08.38,2026-04-01 23:12:00.135304,Massimo Dutti,"[""Black""]",female,"[""winter""]",massimo-dutti,https://www.massimodutti.com/tr/yaka-detayl%C4%B1-k%C4%B1sa-kapitone-parka-l06701101?pelement=56718053,"{""fit"": ""relaxed"", ""style"": [""minimal"", ""smart-casual""], ""length"": ""midi"", ""volume"": ""medium"", ""subtype"": [""jacket""], ""material"": ""cotton"", ""occasion"": [""daily"", ""office"", ""weekend""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 3, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Sport"", ""Casual"", ""Short"", ""Polyester""]",['black'],['winter'],"['outerwear', 'jacket', 'sport', 'casual', 'short', 'polyester']",jacket,"Ürün: Yaka detaylı kısa kapitone parka. Açıklama: Yalın çizgiler ve minimalist detaylara sahip çağdaş tasarım. Günlük kullanım için çok yönlü parça.. Marka: Massimo Dutti. Renkler: black. Etiketler: outerwear, jacket, sport, casual, short, polyester."
280,Napa deri mini etek,Düz kesim midi boy etek. Lastikli yüksek bel ve yan dikişlerde cepler.,10550.0,10,8,2026-03-24 18:07:50.164,2026-04-01 23:04:27.782723,Massimo Dutti,"[""Brown""]",female,"[""summer"", ""spring""]",massimo-dutti,https://www.massimodutti.com/tr/napa-deri-mini-etek-l05338578?pelement=58357775,"{""fit"": ""fitted"", ""style"": [""party"", ""evening"", ""romantic""], ""length"": ""mini"", ""volume"": ""low"", ""subtype"": [""skirt""], ""material"": ""leather"", ""occasion"": [""party"", ""evening""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""a-line"", ""product_group"": ""lower"", ""layering_level"": ""not_applicable"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""upper"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Skirt"", ""Office"", ""Chic"", ""Mini"", ""Regular"", ""Leather""]",['brown'],"['summer', 'spring']","['skirt', 'office', 'chic', 'mini', 'regular', 'leather']",mini skirt,"Ürün: Napa deri mini etek. Açıklama: Düz kesim midi boy etek. Lastikli yüksek bel ve yan dikişlerde cepler.. Marka: Massimo Dutti. Renkler: brown. Etiketler: skirt, office, chic, mini, regular, leather."
428,Oversize şişme mont,Yalın çizgiler ve minimalist detaylara sahip çağdaş tasarım. Günlük kullanım için çok yönlü parça.,8950.0,10,1,2026-03-24 19:04:23.723,2026-04-01 23:17:10.66516,Massimo Dutti,"[""Red""]",female,"[""winter""]",massimo-dutti,https://www.massimodutti.com/tr/oversize-sisme-mont-l06722666?pelement=56718102,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""high"", ""subtype"": [""jacket""], ""material"": ""cotton"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""warm"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""difficult"", ""formality_level"": 1, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Coat"", ""Sport"", ""Short"", ""Polyester""]",['red'],['winter'],"['outerwear', 'coat', 'sport', 'short', 'polyester']",coats,"Ürün: Oversize şişme mont. Açıklama: Yalın çizgiler ve minimalist detaylara sahip çağdaş tasarım. Günlük kullanım için çok yönlü parça.. Marka: Massimo Dutti. Renkler: red. Etiketler: outerwear, coat, sport, short, polyester."
375,Kısa koyun derisi ceket,Dik yakalı teknik ceket. Fırtına kapaklı fermuar kapama. İşlevsel cepler.,79950.0,10,1,2026-03-24 18:40:32.699,2026-04-01 23:12:00.135304,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/k%C4%B1sa-koyun-derisi-ceket-l04712542?pelement=57715050,"{""fit"": ""relaxed"", ""style"": [""evening"", ""party""], ""length"": ""mini"", ""volume"": ""high"", ""subtype"": [""jacket""], ""material"": ""velvet"", ""occasion"": [""evening"", ""party""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Coat"", ""Party"", ""Short"", ""Fur"", ""Textured""]",['brown'],"['spring', 'autumn']","['outerwear', 'coat', 'party', 'short', 'fur', 'textured']",coats,"Ürün: Kısa koyun derisi ceket. Açıklama: Dik yakalı teknik ceket. Fırtına kapaklı fermuar kapama. İşlevsel cepler.. Marka: Massimo Dutti. Renkler: brown. Etiketler: outerwear, coat, party, short, fur, textured."
133,Pullu saçaklı elbise,İnce askılı halter yaka elbise. Pullu saçak aplikeli. Astarlı.,6550.0,10,14,2026-03-24 16:24:37.099,2026-04-01 18:19:32.661387,Massimo Dutti,"[""green""]",female,"[""spring"", ""autumn"", ""summer""]",massimo-dutti,https://www.zara.com/tr/tr/zw-collection-pullu-fringed-elbise-p02098101.html?v1=513162700,"{""fit"": ""fitted"", ""style"": [""party"", ""evening""], ""length"": ""midi"", ""volume"": ""medium"", ""subtype"": [""midi""], ""material"": ""sequin"", ""occasion"": [""evening"", ""party""], ""color_tone"": ""cool"", ""silhouette"": ""column"", ""product_group"": ""dress"", ""layering_level"": ""difficult"", ""formality_level"": 5, ""outerwear_compatible"": false}","[""Dress"", ""Party"", ""Mini"", ""Slim-fit"", ""Textured""]",['green'],"['spring', 'autumn', 'summer']","['dress', 'party', 'mini', 'slim-fit', 'textured']",dress,"Ürün: Pullu saçaklı elbise. Açıklama: İnce askılı halter yaka elbise. Pullu saçak aplikeli. Astarlı.. Marka: Massimo Dutti. Renkler: green. Etiketler: dress, party, mini, slim-fit, textured."
134,Dalgalı fitilli triko elbise,"Uzun kollu, dik yaka, dalgalı bitiş detaylı kısa elbise.",5750.0,10,14,2026-03-24 16:24:37.248,2026-04-01 18:19:32.661387,Massimo Dutti,"[""white""]",female,"[""spring"", ""autumn"", ""winter""]",massimo-dutti,https://www.zara.com/tr/tr/dalgali-kenar-fitilli-elbise-p09598039.html?v1=505429363,"{""fit"": ""fitted"", ""style"": [""romantic"", ""smart-casual""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""mini""], ""material"": ""knitwear"", ""occasion"": [""daily"", ""evening"", ""party""], ""color_tone"": ""soft-light"", ""silhouette"": ""flared"", ""product_group"": ""dress"", ""layering_level"": ""easy"", ""formality_level"": 3, ""outerwear_compatible"": true}","[""Dress"", ""Casual"", ""Mini"", ""Regular"", ""Knit""]",['white'],"['spring', 'autumn', 'winter']","['dress', 'casual', 'mini', 'regular', 'knit']",dress,"Ürün: Dalgalı fitilli triko elbise. Açıklama: Uzun kollu, dik yaka, dalgalı bitiş detaylı kısa elbise.. Marka: Massimo Dutti. Renkler: white. Etiketler: dress, casual, mini, regular, knit."
154,%100 keten uzun elbise,"A kesim mini elbise. Kare yaka, kabarık kısa kollu. Arkada gizli fermuar kapama.",10550.0,10,14,2026-03-24 16:24:40.888,2026-04-01 18:24:42.233619,Massimo Dutti,"[""Red""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/100-keten-uzun-elbise-l06644743?pelement=60294505,"{""fit"": ""fitted"", ""style"": [""romantic"", ""evening""], ""length"": ""maxi"", ""volume"": ""high"", ""subtype"": ""maxi"", ""material"": ""cotton"", ""occasion"": [""evening"", ""formal""], ""color_tone"": ""warm-dark"", ""silhouette"": ""a-line"", ""product_group"": ""dress"", ""layering_level"": ""difficult"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""shoes"", ""bag"", ""accessory""]}","[""Dress"", ""Casual"", ""Midi"", ""Slim-fit"", ""Cotton""]",['red'],"['spring', 'autumn']","['dress', 'casual', 'midi', 'slim-fit', 'cotton']",dress,"Ürün: %100 keten uzun elbise. Açıklama: A kesim mini elbise. Kare yaka, kabarık kısa kollu. Arkada gizli fermuar kapama.. Marka: Massimo Dutti. Renkler: red. Etiketler: dress, casual, midi, slim-fit, cotton."
276,Dikişli napa deri midi etek,Düz kesim midi boy etek. Lastikli yüksek bel ve yan dikişlerde cepler.,17950.0,10,8,2026-03-24 18:07:49.454,2026-03-28 14:20:23.356,Massimo Dutti,"[""Black""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/dikisli-napa-deri-midi-etek-l05331571?pelement=57058318,"{""note"": ""Manually re-categorized and color-tagged based on product name and description."", ""fixed_at"": ""2026-03-25T22:04:59.872Z"", ""inferred_colors"": [""black""], ""inferred_category"": ""Others""}","[""Skirt"", ""Office"", ""Maxi"", ""Slim-fit"", ""Leather""]",['black'],"['spring', 'autumn']","['skirt', 'office', 'maxi', 'slim-fit', 'leather']",long skirt,"Ürün: Dikişli napa deri midi etek. Açıklama: Düz kesim midi boy etek. Lastikli yüksek bel ve yan dikişlerde cepler.. Marka: Massimo Dutti. Renkler: black. Etiketler: skirt, office, maxi, slim-fit, leather."
377,Şal detaylı süet deri bomber ceket,"Hafif dolgulu jile ceket. Dik yaka, fermuar kapama. Yanlarda biyeli cepler.",29950.0,10,1,2026-03-24 18:40:33.318,2026-04-01 23:12:00.135304,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/sal-detayl%C4%B1-suet-deri-bomber-ceket-l04713673?pelement=57559705,"{""fit"": ""oversized"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""high"", ""subtype"": [""jacket""], ""material"": ""suede"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""warm"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 2, ""outerwear_compatible"": false, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Short"", ""Suede""]",['brown'],"['spring', 'autumn']","['outerwear', 'jacket', 'short', 'suede']",jacket,"Ürün: Şal detaylı süet deri bomber ceket. Açıklama: Hafif dolgulu jile ceket. Dik yaka, fermuar kapama. Yanlarda biyeli cepler.. Marka: Massimo Dutti. Renkler: brown. Etiketler: outerwear, jacket, short, suede."
139,Askılı kadife elbise,"Dikişe gizlenmiş yan fermuar kapamalı, uyumlu askı detaylı, ince askılı, derin v yaka midi elbise.",5750.0,10,14,2026-03-24 16:24:38.389,2026-04-01 18:19:32.661387,Massimo Dutti,"[""Black""]",female,"[""autumn"", ""winter""]",massimo-dutti,https://www.zara.com/tr/tr/kadife-askili-elbise-p05344102.html?v1=495702833,"{""fit"": ""fitted"", ""style"": [""minimal"", ""evening""], ""length"": ""midi"", ""volume"": ""low"", ""subtype"": [""midi""], ""material"": ""velvet"", ""occasion"": [""evening"", ""party""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""column"", ""product_group"": ""dress"", ""layering_level"": ""moderate"", ""formality_level"": 4, ""outerwear_compatible"": true}","[""Dress"", ""Chic"", ""Maxi"", ""Slim-fit"", ""Velvet""]",['black'],"['autumn', 'winter']","['dress', 'chic', 'maxi', 'slim-fit', 'velvet']",dress,"Ürün: Askılı kadife elbise. Açıklama: Dikişe gizlenmiş yan fermuar kapamalı, uyumlu askı detaylı, ince askılı, derin v yaka midi elbise.. Marka: Massimo Dutti. Renkler: black. Etiketler: dress, chic, maxi, slim-fit, velvet."
